internal_id,variant_1,variant_2,properties_id,properties_value
3957,1,0,2,Does not play music
3957,1,0,3,No lighting
3957,1,0,4,
3957,1,0,5,
3957,2,0,1,Bed
3957,2,0,2,Does not play music
3957,2,0,3,No lighting
3957,2,0,4,
3957,2,0,5,
3956,0,0,1,Desk
3956,0,0,2,Does not play music
3956,0,0,3,No lighting
3956,0,0,4,
3956,0,0,5,
3956,1,0,1,Desk
3956,1,0,2,Does not play music
3956,1,0,3,No lighting
3956,1,0,4,
3956,1,0,5,
3956,2,0,1,Desk
3956,2,0,2,Does not play music
3956,2,0,3,No lighting
3956,2,0,4,
3956,2,0,5,
3950,0,0,1,Chair
3950,0,0,2,Does not play music
3950,0,0,3,No lighting
3950,0,0,4,
3950,0,0,5,
3950,1,0,1,Chair
3950,1,0,2,Does not play music
3950,1,0,3,No lighting
3950,1,0,4,
3950,1,0,5,
3950,2,0,1,Chair
3950,2,0,2,Does not play music
3950,2,0,3,No lighting
3950,2,0,4,
3950,2,0,5,
3954,0,0,1,Clock
3954,0,0,2,Does not play music
3954,0,0,3,No lighting
3954,0,0,4,
3954,0,0,5,
3954,1,0,1,Clock
3954,1,0,2,Does not play music
3954,1,0,3,No lighting
3954,1,0,4,
3954,1,0,5,
3954,2,0,1,Clock
3954,2,0,2,Does not play music
3954,2,0,3,No lighting
3954,2,0,4,
3954,2,0,5,
3951,0,0,1,Table
3951,0,0,2,Does not play music
3951,0,0,3,No lighting
3951,0,0,4,
3951,0,0,5,
3951,1,0,1,Table
3951,1,0,2,Does not play music
3951,1,0,3,No lighting
3951,1,0,4,
3951,1,0,5,
3951,2,0,1,Table
3951,2,0,2,Does not play music
3951,2,0,3,No lighting
3951,2,0,4,
3951,2,0,5,
3958,0,0,1,Table
3958,0,0,2,Does not play music
3958,0,0,3,No lighting
3958,0,0,4,
3958,0,0,5,
3958,1,0,1,Table
3958,1,0,2,Does not play music
3958,1,0,3,No lighting
3958,1,0,4,
3958,1,0,5,
3958,2,0,1,Table
3958,2,0,2,Does not play music
3958,2,0,3,No lighting
3958,2,0,4,
3958,2,0,5,
3952,0,0,1,Table
3952,0,0,2,Does not play music
3952,0,0,3,No lighting
3952,0,0,4,
3952,0,0,5,
3952,1,0,1,Table
3952,1,0,2,Does not play music
3952,1,0,3,No lighting
3952,1,0,4,
3952,1,0,5,
3952,2,0,1,Table
3952,2,0,2,Does not play music
3952,2,0,3,No lighting
3952,2,0,4,
3952,2,0,5,
3955,0,0,1,Dresser
3955,0,0,2,Does not play music
3955,0,0,3,No lighting
3955,0,0,4,
3955,0,0,5,
3955,1,0,1,Dresser
3955,1,0,2,Does not play music
3955,1,0,3,No lighting
3955,1,0,4,
3955,1,0,5,
3955,2,0,1,Dresser
3955,2,0,2,Does not play music
3955,2,0,3,No lighting
3955,2,0,4,
3955,2,0,5,
3959,0,0,1,Chest
3959,0,0,2,Does not play music
3959,0,0,3,No lighting
3959,0,0,4,
3959,0,0,5,
3959,1,0,1,Chest
3959,1,0,2,Does not play music
3959,1,0,3,No lighting
3959,1,0,4,
3959,1,0,5,
3959,2,0,1,Chest
3959,2,0,2,Does not play music
3959,2,0,3,No lighting
3959,2,0,4,
3959,2,0,5,
4134,0,0,1,Chair
4134,0,0,2,Does not play music
4134,0,0,3,No lighting
4134,0,0,4,
4134,0,0,5,
4134,1,0,1,Chair
4134,1,0,2,Does not play music
4134,1,0,3,No lighting
4134,1,0,4,
4134,1,0,5,
5956,0,0,1,Bathroom Things
5956,0,0,2,Does not play music
5956,0,0,3,No lighting
5956,0,0,4,
5956,0,0,5,
8226,0,0,1,Toy
8226,0,0,2,Does not play music
8226,0,0,3,Monitor
8226,0,0,4,
8226,0,0,5,
8225,0,0,1,Toy
8225,0,0,2,Does not play music
8225,0,0,3,Monitor
8225,0,0,4,
8225,0,0,5,
8227,0,0,1,Toy
8227,0,0,2,Does not play music
8227,0,0,3,Monitor
8227,0,0,4,
8227,0,0,5,
12207,0,0,1,Chair
12207,0,0,2,Does not play music
12207,0,0,3,No lighting
12207,0,0,4,
12207,0,0,5,
12207,1,0,1,Chair
12207,1,0,2,Does not play music
12207,1,0,3,No lighting
12207,1,0,4,
12207,1,0,5,
12207,2,0,1,Chair
12207,2,0,2,Does not play music
12207,2,0,3,No lighting
12207,2,0,4,
12207,2,0,5,
5954,0,0,1,Toy
5954,0,0,2,Does not play music
5954,0,0,3,No lighting
5954,0,0,4,
5954,0,0,5,
7839,0,0,1,Ranch
7839,0,0,2,Does not play music
7839,0,0,3,No lighting
7839,0,0,4,
7839,0,0,5,
1439,0,0,1,Space
1439,0,0,2,Does not play music
1439,0,0,3,No lighting
1439,0,0,4,
1439,0,0,5,
1445,0,0,1,Space
1445,0,0,2,Does not play music
1445,0,0,3,No lighting
1445,0,0,4,
1445,0,0,5,
2740,0,0,1,Home Appliances
2740,0,0,2,Does not play music
2740,0,0,3,No lighting
2740,0,0,4,
2740,0,0,5,
2740,1,0,1,Home Appliances
2740,1,0,2,Does not play music
2740,1,0,3,No lighting
2740,1,0,4,
2740,1,0,5,
2740,2,0,1,Home Appliances
2740,2,0,2,Does not play music
2740,2,0,3,No lighting
2740,2,0,4,
2740,2,0,5,
2740,3,0,1,Home Appliances
2740,3,0,2,Does not play music
2740,3,0,3,No lighting
2740,3,0,4,
2740,3,0,5,
2740,4,0,1,Home Appliances
2740,4,0,2,Does not play music
2740,4,0,3,No lighting
2740,4,0,4,
2740,4,0,5,
2740,5,0,1,Home Appliances
2740,5,0,2,Does not play music
2740,5,0,3,No lighting
2740,5,0,4,
2740,5,0,5,
3305,0,0,1,Chair
3305,0,0,2,Does not play music
3305,0,0,3,No lighting
3305,0,0,4,Bear
3305,0,0,5,Cushion
3305,0,1,1,Chair
3305,0,1,2,Does not play music
3305,0,1,3,No lighting
3305,0,1,4,Strawberry
3305,0,1,5,Cushion
3305,0,2,1,Chair
3305,0,2,2,Does not play music
3305,0,2,3,No lighting
3305,0,2,4,Butterfly
3305,0,2,5,Cushion
3305,0,3,1,Chair
3305,0,3,2,Does not play music
3305,0,3,3,No lighting
3305,0,3,4,Train
3305,0,3,5,Cushion
3305,0,4,1,Chair
3305,0,4,2,Does not play music
3305,0,4,3,No lighting
3305,0,4,4,Paw print
3305,0,4,5,Cushion
3305,1,0,1,Chair
3305,1,0,2,Does not play music
3305,1,0,3,No lighting
3305,1,0,4,Bear
3305,1,0,5,Cushion
3305,1,1,1,Chair
3305,1,1,2,Does not play music
3305,1,1,3,No lighting
3305,1,1,4,Strawberry
3305,1,1,5,Cushion
3305,1,2,1,Chair
3305,1,2,2,Does not play music
3305,1,2,3,No lighting
3305,1,2,4,Butterfly
3305,1,2,5,Cushion
3305,1,3,1,Chair
3305,1,3,2,Does not play music
3305,1,3,3,No lighting
3305,1,3,4,Train
3305,1,3,5,Cushion
3305,1,4,1,Chair
3305,1,4,2,Does not play music
3305,1,4,3,No lighting
3305,1,4,4,Paw print
3305,1,4,5,Cushion
3305,2,0,1,Chair
3305,2,0,2,Does not play music
3305,2,0,3,No lighting
3305,2,0,4,Bear
3305,2,0,5,Cushion
3305,2,1,1,Chair
3305,2,1,2,Does not play music
3305,2,1,3,No lighting
3305,2,1,4,Strawberry
3305,2,1,5,Cushion
3305,2,2,1,Chair
3305,2,2,2,Does not play music
3305,2,2,3,No lighting
3305,2,2,4,Butterfly
3305,2,2,5,Cushion
3305,2,3,1,Chair
3305,2,3,2,Does not play music
3305,2,3,3,No lighting
3305,2,3,4,Train
3305,2,3,5,Cushion
3305,2,4,1,Chair
3305,2,4,2,Does not play music
3305,2,4,3,No lighting
3305,2,4,4,Paw print
3305,2,4,5,Cushion
3305,3,0,1,Chair
3305,3,0,2,Does not play music
3305,3,0,3,No lighting
3305,3,0,4,Bear
3305,3,0,5,Cushion
3305,3,1,1,Chair
3305,3,1,2,Does not play music
3305,3,1,3,No lighting
3305,3,1,4,Strawberry
3305,3,1,5,Cushion
3305,3,2,1,Chair
3305,3,2,2,Does not play music
3305,3,2,3,No lighting
3305,3,2,4,Butterfly
3305,3,2,5,Cushion
3305,3,3,1,Chair
3305,3,3,2,Does not play music
3305,3,3,3,No lighting
3305,3,3,4,Train
3305,3,3,5,Cushion
3305,3,4,1,Chair
3305,3,4,2,Does not play music
3305,3,4,3,No lighting
3305,3,4,4,Paw print
3305,3,4,5,Cushion
3305,4,0,1,Chair
3305,4,0,2,Does not play music
3305,4,0,3,No lighting
3305,4,0,4,Bear
3305,4,0,5,Cushion
3305,4,1,1,Chair
3305,4,1,2,Does not play music
3305,4,1,3,No lighting
3305,4,1,4,Strawberry
3305,4,1,5,Cushion
3305,4,2,1,Chair
3305,4,2,2,Does not play music
3305,4,2,3,No lighting
3305,4,2,4,Butterfly
3305,4,2,5,Cushion
3305,4,3,1,Chair
3305,4,3,2,Does not play music
3305,4,3,3,No lighting
3305,4,3,4,Train
3305,4,3,5,Cushion
3305,4,4,1,Chair
3305,4,4,2,Does not play music
3305,4,4,3,No lighting
3305,4,4,4,Paw print
3305,4,4,5,Cushion
3305,5,0,1,Chair
3305,5,0,2,Does not play music
3305,5,0,3,No lighting
3305,5,0,4,Bear
3305,5,0,5,Cushion
3305,5,1,1,Chair
3305,5,1,2,Does not play music
3305,5,1,3,No lighting
3305,5,1,4,Strawberry
3305,5,1,5,Cushion
3305,5,2,1,Chair
3305,5,2,2,Does not play music
3305,5,2,3,No lighting
3305,5,2,4,Butterfly
3305,5,2,5,Cushion
3305,5,3,1,Chair
3305,5,3,2,Does not play music
3305,5,3,3,No lighting
3305,5,3,4,Train
3305,5,3,5,Cushion
3305,5,4,1,Chair
3305,5,4,2,Does not play music
3305,5,4,3,No lighting
3305,5,4,4,Paw print
3305,5,4,5,Cushion
3305,6,0,1,Chair
3305,6,0,2,Does not play music
3305,6,0,3,No lighting
3305,6,0,4,Bear
3305,6,0,5,Cushion
3305,6,1,1,Chair
3305,6,1,2,Does not play music
3305,6,1,3,No lighting
3305,6,1,4,Strawberry
3305,6,1,5,Cushion
3305,6,2,1,Chair
3305,6,2,2,Does not play music
3305,6,2,3,No lighting
3305,6,2,4,Butterfly
3305,6,2,5,Cushion
3305,6,3,1,Chair
3305,6,3,2,Does not play music
3305,6,3,3,No lighting
3305,6,3,4,Train
3305,6,3,5,Cushion
3305,6,4,1,Chair
3305,6,4,2,Does not play music
3305,6,4,3,No lighting
3305,6,4,4,Paw print
3305,6,4,5,Cushion
3658,0,0,1,Japanese Style
3658,0,0,2,Does not play music
3658,0,0,3,No lighting
3658,0,0,4,
3658,0,0,5,
3658,1,0,1,Japanese Style
3658,1,0,2,Does not play music
3658,1,0,3,No lighting
3658,1,0,4,
3658,1,0,5,
3658,2,0,1,Japanese Style
3658,2,0,2,Does not play music
3658,2,0,3,No lighting
3658,2,0,4,
3658,2,0,5,
710,0,0,1,Sofa
710,0,0,2,Does not play music
710,0,0,3,No lighting
710,0,0,4,
710,0,0,5,
710,1,0,1,Sofa
710,1,0,2,Does not play music
710,1,0,3,No lighting
710,1,0,4,
710,1,0,5,
710,2,0,1,Sofa
710,2,0,2,Does not play music
710,2,0,3,No lighting
710,2,0,4,
710,2,0,5,
3555,0,0,1,Toy
3555,0,0,2,Does not play music
3555,0,0,3,No lighting
3555,0,0,4,
3555,0,0,5,
3557,0,0,1,Lamp
3557,0,0,2,Does not play music
3557,0,0,3,Fluorescent
3557,0,0,4,
3557,0,0,5,
3557,1,0,1,Lamp
3557,1,0,2,Does not play music
3557,1,0,3,Fluorescent
3557,1,0,4,
3557,1,0,5,
3557,2,0,1,Lamp
3557,2,0,2,Does not play music
3557,2,0,3,Fluorescent
3557,2,0,4,
3557,2,0,5,
5979,0,0,1,Japanese Style
5979,0,0,2,Does not play music
5979,0,0,3,No lighting
5979,0,0,4,
5979,0,0,5,
3553,0,0,1,Screen
3553,0,0,2,Does not play music
3553,0,0,3,No lighting
3553,0,0,4,
3553,0,0,5,
3553,1,0,1,Screen
3553,1,0,2,Does not play music
3553,1,0,3,No lighting
3553,1,0,4,
3553,1,0,5,
3553,2,0,1,Screen
3553,2,0,2,Does not play music
3553,2,0,3,No lighting
3553,2,0,4,
3553,2,0,5,
3551,0,0,1,Shelf
3551,0,0,2,Does not play music
3551,0,0,3,No lighting
3551,0,0,4,
3551,0,0,5,
3551,1,0,1,Shelf
3551,1,0,2,Does not play music
3551,1,0,3,No lighting
3551,1,0,4,
3551,1,0,5,
3551,2,0,1,Shelf
3551,2,0,2,Does not play music
3551,2,0,3,No lighting
3551,2,0,4,
3551,2,0,5,
10743,0,0,1,Audio
10743,0,0,2,Retro
10743,0,0,3,No lighting
10743,0,0,4,
10743,0,0,5,
10743,1,0,1,Audio
10743,1,0,2,Retro
10743,1,0,3,No lighting
10743,1,0,4,
10743,1,0,5,
10743,2,0,1,Audio
10743,2,0,2,Retro
10743,2,0,3,No lighting
10743,2,0,4,
10743,2,0,5,
10742,0,0,1,Chair
10742,0,0,2,Does not play music
10742,0,0,3,No lighting
10742,0,0,4,
10742,0,0,5,
10742,1,0,1,Chair
10742,1,0,2,Does not play music
10742,1,0,3,No lighting
10742,1,0,4,
10742,1,0,5,
10742,2,0,1,Chair
10742,2,0,2,Does not play music
10742,2,0,3,No lighting
10742,2,0,4,
10742,2,0,5,
3556,0,0,1,Vehicle
3556,0,0,2,Does not play music
3556,0,0,3,No lighting
3556,0,0,4,
3556,0,0,5,
3556,1,0,1,Vehicle
3556,1,0,2,Does not play music
3556,1,0,3,No lighting
3556,1,0,4,
3556,1,0,5,
3556,2,0,1,Vehicle
3556,2,0,2,Does not play music
3556,2,0,3,No lighting
3556,2,0,4,
3556,2,0,5,
330,0,0,1,Outdoors Decor
330,0,0,2,Does not play music
330,0,0,3,No lighting
330,0,0,4,
330,0,0,5,
330,1,0,1,Outdoors Decor
330,1,0,2,Does not play music
330,1,0,3,No lighting
330,1,0,4,
330,1,0,5,
330,2,0,1,Outdoors Decor
330,2,0,2,Does not play music
330,2,0,3,No lighting
330,2,0,4,
330,2,0,5,
330,3,0,1,Outdoors Decor
330,3,0,2,Does not play music
330,3,0,3,No lighting
330,3,0,4,
330,3,0,5,
330,4,0,1,Outdoors Decor
330,4,0,2,Does not play music
330,4,0,3,No lighting
330,4,0,4,
330,4,0,5,
4078,0,0,1,Sports
4078,0,0,2,Does not play music
4078,0,0,3,No lighting
4078,0,0,4,
4078,0,0,5,
4078,1,0,1,Sports
4078,1,0,2,Does not play music
4078,1,0,3,No lighting
4078,1,0,4,
4078,1,0,5,
4078,2,0,1,Sports
4078,2,0,2,Does not play music
4078,2,0,3,No lighting
4078,2,0,4,
4078,2,0,5,
4078,3,0,1,Sports
4078,3,0,2,Does not play music
4078,3,0,3,No lighting
4078,3,0,4,
4078,3,0,5,
1266,0,0,1,Ranch
1266,0,0,2,Does not play music
1266,0,0,3,No lighting
1266,0,0,4,
1266,0,0,5,
1330,0,0,1,Desk
1330,0,0,2,Does not play music
1330,0,0,3,No lighting
1330,0,0,4,
1330,0,0,5,
1330,1,0,1,Desk
1330,1,0,2,Does not play music
1330,1,0,3,No lighting
1330,1,0,4,
1330,1,0,5,
1330,2,0,1,Desk
1330,2,0,2,Does not play music
1330,2,0,3,No lighting
1330,2,0,4,
1330,2,0,5,
4226,0,0,1,Sports
4226,0,0,2,Does not play music
4226,0,0,3,No lighting
4226,0,0,4,
4226,0,0,5,
4226,1,0,1,Sports
4226,1,0,2,Does not play music
4226,1,0,3,No lighting
4226,1,0,4,
4226,1,0,5,
4226,2,0,1,Sports
4226,2,0,2,Does not play music
4226,2,0,3,No lighting
4226,2,0,4,
4226,2,0,5,
1229,0,0,1,Bathroom Things
1229,0,0,2,Does not play music
1229,0,0,3,No lighting
1229,0,0,4,
1229,0,0,5,
1229,1,0,1,Bathroom Things
1229,1,0,2,Does not play music
1229,1,0,3,No lighting
1229,1,0,4,
1229,1,0,5,
1229,2,0,1,Bathroom Things
1229,2,0,2,Does not play music
1229,2,0,3,No lighting
1229,2,0,4,
1229,2,0,5,
664,0,0,1,Bed
664,0,0,2,Does not play music
664,0,0,3,No lighting
664,0,0,4,
664,0,0,5,
664,1,0,1,Bed
664,1,0,2,Does not play music
664,1,0,3,No lighting
664,1,0,4,
664,1,0,5,
664,2,0,1,Bed
664,2,0,2,Does not play music
664,2,0,3,No lighting
664,2,0,4,
664,2,0,5,
664,3,0,1,Bed
664,3,0,2,Does not play music
664,3,0,3,No lighting
664,3,0,4,
664,3,0,5,
664,4,0,1,Bed
664,4,0,2,Does not play music
664,4,0,3,No lighting
664,4,0,4,
664,4,0,5,
664,5,0,1,Bed
664,5,0,2,Does not play music
664,5,0,3,No lighting
664,5,0,4,
664,5,0,5,
3468,0,0,1,Bed
3468,0,0,2,Does not play music
3468,0,0,3,No lighting
3468,0,0,4,Cyan zigzags
3468,0,0,5,Towel
3468,0,1,1,Bed
3468,0,1,2,Does not play music
3468,0,1,3,No lighting
3468,0,1,4,Red stripes
3468,0,1,5,Towel
3468,0,2,1,Bed
3468,0,2,2,Does not play music
3468,0,2,3,No lighting
3468,0,2,4,Colorful
3468,0,2,5,Towel
3468,0,3,1,Bed
3468,0,3,2,Does not play music
3468,0,3,3,No lighting
3468,0,3,4,Shells
3468,0,3,5,Towel
3468,0,4,1,Bed
3468,0,4,2,Does not play music
3468,0,4,3,No lighting
3468,0,4,4,Blue
3468,0,4,5,Towel
3468,0,5,1,Bed
3468,0,5,2,Does not play music
3468,0,5,3,No lighting
3468,0,5,4,Yellow
3468,0,5,5,Towel
3468,0,6,1,Bed
3468,0,6,2,Does not play music
3468,0,6,3,No lighting
3468,0,6,4,White
3468,0,6,5,Towel
3406,0,0,1,Ranch
3406,0,0,2,Does not play music
3406,0,0,3,No lighting
3406,0,0,4,
3406,0,0,5,
3406,1,0,1,Ranch
3406,1,0,2,Does not play music
3406,1,0,3,No lighting
3406,1,0,4,
3406,1,0,5,
3406,2,0,1,Ranch
3406,2,0,2,Does not play music
3406,2,0,3,No lighting
3406,2,0,4,
3406,2,0,5,
3406,3,0,1,Ranch
3406,3,0,2,Does not play music
3406,3,0,3,No lighting
3406,3,0,4,
3406,3,0,5,
3406,4,0,1,Ranch
3406,4,0,2,Does not play music
3406,4,0,3,No lighting
3406,4,0,4,
3406,4,0,5,
4098,0,0,1,Bathroom Things
4098,0,0,2,Does not play music
4098,0,0,3,No lighting
4098,0,0,4,
4098,0,0,5,
3966,0,0,1,Seasonal Decor
3966,0,0,2,Does not play music
3966,0,0,3,No lighting
3966,0,0,4,
3966,0,0,5,
3966,1,0,1,Seasonal Decor
3966,1,0,2,Does not play music
3966,1,0,3,No lighting
3966,1,0,4,
3966,1,0,5,
3966,2,0,1,Seasonal Decor
3966,2,0,2,Does not play music
3966,2,0,3,No lighting
3966,2,0,4,
3966,2,0,5,
3966,3,0,1,Seasonal Decor
3966,3,0,2,Does not play music
3966,3,0,3,No lighting
3966,3,0,4,
3966,3,0,5,
3966,4,0,1,Seasonal Decor
3966,4,0,2,Does not play music
3966,4,0,3,No lighting
3966,4,0,4,
3966,4,0,5,
3966,5,0,1,Seasonal Decor
3966,5,0,2,Does not play music
3966,5,0,3,No lighting
3966,5,0,4,
3966,5,0,5,
863,0,0,1,Sports
863,0,0,2,Does not play music
863,0,0,3,No lighting
863,0,0,4,
863,0,0,5,
863,1,0,1,Sports
863,1,0,2,Does not play music
863,1,0,3,No lighting
863,1,0,4,
863,1,0,5,
863,2,0,1,Sports
863,2,0,2,Does not play music
863,2,0,3,No lighting
863,2,0,4,
863,2,0,5,
331,0,0,1,Garden
331,0,0,2,Does not play music
331,0,0,3,No lighting
331,0,0,4,
331,0,0,5,
331,1,0,1,Garden
331,1,0,2,Does not play music
331,1,0,3,No lighting
331,1,0,4,
331,1,0,5,
331,2,0,1,Garden
331,2,0,2,Does not play music
331,2,0,3,No lighting
331,2,0,4,
331,2,0,5,
331,3,0,1,Garden
331,3,0,2,Does not play music
331,3,0,3,No lighting
331,3,0,4,
331,3,0,5,
865,0,0,1,Animal
865,0,0,2,Does not play music
865,0,0,3,No lighting
865,0,0,4,
865,0,0,5,
865,1,0,1,Animal
865,1,0,2,Does not play music
865,1,0,3,No lighting
865,1,0,4,
865,1,0,5,
865,2,0,1,Animal
865,2,0,2,Does not play music
865,2,0,3,No lighting
865,2,0,4,
865,2,0,5,
865,3,0,1,Animal
865,3,0,2,Does not play music
865,3,0,3,No lighting
865,3,0,4,
865,3,0,5,
865,4,0,1,Animal
865,4,0,2,Does not play music
865,4,0,3,No lighting
865,4,0,4,
865,4,0,5,
333,0,0,1,Animal
333,0,0,2,Does not play music
333,0,0,3,No lighting
333,0,0,4,
333,0,0,5,
333,1,0,1,Animal
333,1,0,2,Does not play music
333,1,0,3,No lighting
333,1,0,4,
333,1,0,5,
333,2,0,1,Animal
333,2,0,2,Does not play music
333,2,0,3,No lighting
333,2,0,4,
333,2,0,5,
333,3,0,1,Animal
333,3,0,2,Does not play music
333,3,0,3,No lighting
333,3,0,4,
333,3,0,5,
333,4,0,1,Animal
333,4,0,2,Does not play music
333,4,0,3,No lighting
333,4,0,4,
333,4,0,5,
333,5,0,1,Animal
333,5,0,2,Does not play music
333,5,0,3,No lighting
333,5,0,4,
333,5,0,5,
3594,0,0,1,Seasonal Decor
3594,0,0,2,Does not play music
3594,0,0,3,No lighting
3594,0,0,4,
3594,0,0,5,
3594,1,0,1,Seasonal Decor
3594,1,0,2,Does not play music
3594,1,0,3,No lighting
3594,1,0,4,
3594,1,0,5,
3594,2,0,1,Seasonal Decor
3594,2,0,2,Does not play music
3594,2,0,3,No lighting
3594,2,0,4,
3594,2,0,5,
3594,3,0,1,Seasonal Decor
3594,3,0,2,Does not play music
3594,3,0,3,No lighting
3594,3,0,4,
3594,3,0,5,
3594,4,0,1,Seasonal Decor
3594,4,0,2,Does not play music
3594,4,0,3,No lighting
3594,4,0,4,
3594,4,0,5,
3594,5,0,1,Seasonal Decor
3594,5,0,2,Does not play music
3594,5,0,3,No lighting
3594,5,0,4,
3594,5,0,5,
3593,0,0,1,Table
3593,0,0,2,Does not play music
3593,0,0,3,Candle
3593,0,0,4,
3593,0,0,5,
3593,1,0,1,Table
3593,1,0,2,Does not play music
3593,1,0,3,Candle
3593,1,0,4,
3593,1,0,5,
3593,2,0,1,Table
3593,2,0,2,Does not play music
3593,2,0,3,Candle
3593,2,0,4,
3593,2,0,5,
3593,3,0,1,Table
3593,3,0,2,Does not play music
3593,3,0,3,Candle
3593,3,0,4,
3593,3,0,5,
3593,4,0,1,Table
3593,4,0,2,Does not play music
3593,4,0,3,Candle
3593,4,0,4,
3593,4,0,5,
3593,5,0,1,Table
3593,5,0,2,Does not play music
3593,5,0,3,Candle
3593,5,0,4,
3593,5,0,5,
6831,0,0,1,Lamp
6831,0,0,2,Does not play music
6831,0,0,3,Fluorescent
6831,0,0,4,
6831,0,0,5,
6831,1,0,1,Lamp
6831,1,0,2,Does not play music
6831,1,0,3,Fluorescent
6831,1,0,4,
6831,1,0,5,
7150,0,0,1,Sports
7150,0,0,2,Does not play music
7150,0,0,3,No lighting
7150,0,0,4,Green
7150,0,0,5,Ring curtain
7150,0,1,1,Sports
7150,0,1,2,Does not play music
7150,0,1,3,No lighting
7150,0,1,4,Red
7150,0,1,5,Ring curtain
7150,0,2,1,Sports
7150,0,2,2,Does not play music
7150,0,2,3,No lighting
7150,0,2,4,Blue
7150,0,2,5,Ring curtain
7150,0,3,1,Sports
7150,0,3,2,Does not play music
7150,0,3,3,No lighting
7150,0,3,4,Black
7150,0,3,5,Ring curtain
7150,0,4,1,Sports
7150,0,4,2,Does not play music
7150,0,4,3,No lighting
7150,0,4,4,Yellow
7150,0,4,5,Ring curtain
1430,0,0,1,Fireplace
1430,0,0,2,Does not play music
1430,0,0,3,Candle
1430,0,0,4,
1430,0,0,5,
3580,0,0,1,Plants
3580,0,0,2,Does not play music
3580,0,0,3,No lighting
3580,0,0,4,
3580,0,0,5,
1853,0,0,1,Chair
1853,0,0,2,Does not play music
1853,0,0,3,No lighting
1853,0,0,4,
1853,0,0,5,
