internal_id,variant_1,variant_2,file_name,unique_entry_id,item_name,variation,body_title,version,diy,body_customize,catalog,outdoor,pattern_customize,hha_series,hha_set,source_source_id
3958,0,0,FtrAntiqueTableS_Remake_0_0,WZyBrwSZD4wZtqcBJ,antique mini table,Brown,,1.0.0,0,0,1,0,0,antique,,12
3958,1,0,FtrAntiqueTableS_Remake_1_0,epWuBMh226r3nu7xh,antique mini table,Natural,,1.0.0,0,0,1,0,0,antique,,12
3958,2,0,FtrAntiqueTableS_Remake_2_0,2n955ZXXD3RXt9gjE,antique mini table,Black,,1.0.0,0,0,1,0,0,antique,,12
3952,0,0,FtrAntiqueTableL_Remake_0_0,F4jrEYe9x7W4E2wYE,antique table,Brown,,1.0.0,0,0,1,0,0,antique,,12
3952,1,0,FtrAntiqueTableL_Remake_1_0,ptPHtvKpF2JCkS9Zw,antique table,Natural,,1.0.0,0,0,1,0,0,antique,,12
3952,2,0,FtrAntiqueTableL_Remake_2_0,x2K5wv9K8qGXcmukB,antique table,Black,,1.0.0,0,0,1,0,0,antique,,12
3955,0,0,FtrAntiqueDresser_Remake_0_0,qLtWDehmX53gwgha7,antique vanity,Brown,,1.0.0,0,0,1,0,0,antique,,12
3955,1,0,FtrAntiqueDresser_Remake_1_0,2bRbENZWkM9BeuiwZ,antique vanity,Natural,,1.0.0,0,0,1,0,0,antique,,12
3955,2,0,FtrAntiqueDresser_Remake_2_0,b5MR8PraRhrJzsqYi,antique vanity,Black,,1.0.0,0,0,1,0,0,antique,,12
3959,0,0,FtrAntiqueChest_Remake_0_0,XAnaYsJ8wouWyBBsu,antique wardrobe,Brown,,1.0.0,0,0,1,0,0,antique,,12
3959,1,0,FtrAntiqueChest_Remake_1_0,yBtLh6CtFrGD4qTTF,antique wardrobe,Natural,,1.0.0,0,0,1,0,0,antique,,12
3959,2,0,FtrAntiqueChest_Remake_2_0,Tjvexu4etCrRoAAw4,antique wardrobe,Black,,1.0.0,0,0,1,0,0,antique,,12
4134,0,0,FtrFruitsChairApple_Remake_0_0,qonCdPiLCmFNtYMsG,apple chair,Red apple,Fruit type,1.0.0,1,1,0,0,0,fruits,apple,4
4134,1,0,FtrFruitsChairApple_Remake_1_0,rjPaqoEyZ2FHDjbkn,apple chair,Green apple,Fruit type,1.0.0,1,1,0,0,0,fruits,apple,4
5956,0,0,FtrZodiacAquarius,dYz86HHwPAWYn5c3Z,Aquarius urn,,,1.0.0,1,0,0,0,0,stars,,4
8226,0,0,FtrArcadegameShooting,f7tatK2cmYwskb5LS,arcade combat game,,,1.0.0,0,0,1,0,0,,,12
8225,0,0,FtrArcadegameFight,3CKqHScHJuqbW7e4u,arcade fighting game,,,1.0.0,0,0,1,0,0,,,12
8227,0,0,FtrArcadegameMahjong,vNB5LbWmPm2uQhdjo,arcade mahjong game,,,1.0.0,0,0,1,0,0,,,12
12207,0,0,FtrGameChair_Remake_0_0,BHxt8Xrz3RxHAq45c,arcade seat,Red,,1.0.0,0,0,1,0,0,,,13
12207,1,0,FtrGameChair_Remake_1_0,qvAcGrMSRKdMPWZAF,arcade seat,Gray,,1.0.0,0,0,1,0,0,,,13
12207,2,0,FtrGameChair_Remake_2_0,DZ3hFRhqZ5W62XQ4C,arcade seat,Blue,,1.0.0,0,0,1,0,0,,,13
5954,0,0,FtrZodiacAries,MLxrGfmKBYNQoqYYu,Aries rocking chair,,,1.0.0,1,0,0,0,0,stars,,4
7839,0,0,FtrEventobjInsectBox,GsEBBC4JpEgwjgv6e,artisanal bug cage,,,1.0.0,0,0,0,1,0,,,2
1439,0,0,FtrMeteo,oAQNzhuKcCvh4E9a4,asteroid,,,1.0.0,1,0,0,1,0,,,4
1445,0,0,FtrSpacesuit,mBhzWedMXNB5HSrKa,astronaut suit,,,1.0.0,1,0,0,1,0,,,4
2740,0,0,FtrWashingmachine_Remake_0_0,4YqpCyGk4ndhAWjS8,automatic washer,White,,1.0.0,0,0,1,0,0,,,13
2740,1,0,FtrWashingmachine_Remake_1_0,wdpzZgQz8aJvnkY33,automatic washer,Pink,,1.0.0,0,0,1,0,0,,,13
2740,2,0,FtrWashingmachine_Remake_2_0,vCcK4sAa2HDC2cLQG,automatic washer,Blue,,1.0.0,0,0,1,0,0,,,13
2740,3,0,FtrWashingmachine_Remake_3_0,xwWJ4q9SvKAkwKAf9,automatic washer,Green,,1.0.0,0,0,1,0,0,,,13
2740,4,0,FtrWashingmachine_Remake_4_0,uKASWdnn2i8tv3W9G,automatic washer,Yellow,,1.0.0,0,0,1,0,0,,,13
2740,5,0,FtrWashingmachine_Remake_5_0,z8zJrXKQxbrLnXXLv,automatic washer,Black,,1.0.0,0,0,1,0,0,,,13
3305,0,0,FtrBabychair_Remake_0_0,uzH4uc5wXZiAeRrDx,baby chair,Red,,1.0.0,0,0,1,0,1,,,11
3305,0,1,FtrBabychair_Remake_0_1,Mzjo4jFrqZdhCPTR3,baby chair,Red,,1.0.0,0,0,1,0,1,,,11
3305,0,2,FtrBabychair_Remake_0_2,SNPkuumtp6rc7Df7k,baby chair,Red,,1.0.0,0,0,1,0,1,,,11
3305,0,3,FtrBabychair_Remake_0_3,9g8Jq3bPaDbew3GZg,baby chair,Red,,1.0.0,0,0,1,0,1,,,11
3305,0,4,FtrBabychair_Remake_0_4,imMXebxofRWTiDB2y,baby chair,Red,,1.0.0,0,0,1,0,1,,,11
3305,1,0,FtrBabychair_Remake_1_0,QRHpTEn6WNZZxv8bd,baby chair,Pink,,1.0.0,0,0,1,0,1,,,11
3305,1,1,FtrBabychair_Remake_1_1,kiYP9J9thzGkP2ZXQ,baby chair,Pink,,1.0.0,0,0,1,0,1,,,11
3305,1,2,FtrBabychair_Remake_1_2,5x8pLSL8XjbZnCBQQ,baby chair,Pink,,1.0.0,0,0,1,0,1,,,11
3305,1,3,FtrBabychair_Remake_1_3,6tfwMtaYLE5KtAQKS,baby chair,Pink,,1.0.0,0,0,1,0,1,,,11
3305,1,4,FtrBabychair_Remake_1_4,ihucEvtrsesPCYZB2,baby chair,Pink,,1.0.0,0,0,1,0,1,,,11
3305,2,0,FtrBabychair_Remake_2_0,SrYrGG6KFSsL2t44t,baby chair,Yellow,,1.0.0,0,0,1,0,1,,,11
3305,2,1,FtrBabychair_Remake_2_1,BpCJtM8aCQG4npCgi,baby chair,Yellow,,1.0.0,0,0,1,0,1,,,11
3305,2,2,FtrBabychair_Remake_2_2,2viSrxqmyLaJvzTCN,baby chair,Yellow,,1.0.0,0,0,1,0,1,,,11
3305,2,3,FtrBabychair_Remake_2_3,TaiysCHzEZcmoaWxh,baby chair,Yellow,,1.0.0,0,0,1,0,1,,,11
3305,2,4,FtrBabychair_Remake_2_4,kfty2gGw5RRZSn83e,baby chair,Yellow,,1.0.0,0,0,1,0,1,,,11
3305,3,0,FtrBabychair_Remake_3_0,GbFytCa455MMYZwsP,baby chair,Green,,1.0.0,0,0,1,0,1,,,11
3305,3,1,FtrBabychair_Remake_3_1,5uhAs2KBzMWDjBhhN,baby chair,Green,,1.0.0,0,0,1,0,1,,,11
3305,3,2,FtrBabychair_Remake_3_2,AAvLv8NDKAbmDAn5n,baby chair,Green,,1.0.0,0,0,1,0,1,,,11
3305,3,3,FtrBabychair_Remake_3_3,5HzSmLCFfoAfQ4ukQ,baby chair,Green,,1.0.0,0,0,1,0,1,,,11
3305,3,4,FtrBabychair_Remake_3_4,3e9b2NF4sqpynsAx2,baby chair,Green,,1.0.0,0,0,1,0,1,,,11
3305,4,0,FtrBabychair_Remake_4_0,RMwmh5fZqQdxortFr,baby chair,Blue,,1.0.0,0,0,1,0,1,,,11
3305,4,1,FtrBabychair_Remake_4_1,qirfQTS5gihdZrjo7,baby chair,Blue,,1.0.0,0,0,1,0,1,,,11
3305,4,2,FtrBabychair_Remake_4_2,2w7g3DewPNN9w47Yu,baby chair,Blue,,1.0.0,0,0,1,0,1,,,11
3305,4,3,FtrBabychair_Remake_4_3,kdizs26rBhoFN96R8,baby chair,Blue,,1.0.0,0,0,1,0,1,,,11
3305,4,4,FtrBabychair_Remake_4_4,bm6bYatvhGTNsmo36,baby chair,Blue,,1.0.0,0,0,1,0,1,,,11
3305,5,0,FtrBabychair_Remake_5_0,LyPzknPf7igr4LEEk,baby chair,White,,1.0.0,0,0,1,0,1,,,11
3305,5,1,FtrBabychair_Remake_5_1,MExvKfHcM8ieNnr6p,baby chair,White,,1.0.0,0,0,1,0,1,,,11
3305,5,2,FtrBabychair_Remake_5_2,bxcu2gBDFQhKEpiHz,baby chair,White,,1.0.0,0,0,1,0,1,,,11
3305,5,3,FtrBabychair_Remake_5_3,zKcKRjhc7Wb7KNnyd,baby chair,White,,1.0.0,0,0,1,0,1,,,11
3305,5,4,FtrBabychair_Remake_5_4,6KtfAG6q5J5v4ihKh,baby chair,White,,1.0.0,0,0,1,0,1,,,11
3305,6,0,FtrBabychair_Remake_6_0,hu24KrPHNS3tA8ufv,baby chair,Black,,1.0.0,0,0,1,0,1,,,11
3305,6,1,FtrBabychair_Remake_6_1,n37p2mDFJtcuqd3rs,baby chair,Black,,1.0.0,0,0,1,0,1,,,11
3305,6,2,FtrBabychair_Remake_6_2,wnBYp2TgHjyzR5gRu,baby chair,Black,,1.0.0,0,0,1,0,1,,,11
3305,6,3,FtrBabychair_Remake_6_3,s2QnWwt8XqMkDaBow,baby chair,Black,,1.0.0,0,0,1,0,1,,,11
3305,6,4,FtrBabychair_Remake_6_4,wfyDHz4qnjgSATJ6A,baby chair,Black,,1.0.0,0,0,1,0,1,,,11
3658,0,0,FtrBambooBasket_Remake_0_0,EhqChmN8mmQb5Xbrs,bamboo basket,Green bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
3658,1,0,FtrBambooBasket_Remake_1_0,dAKRbYy67TArprnWc,bamboo basket,Dried bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
3658,2,0,FtrBambooBasket_Remake_2_0,TEGzshjkjEi8xNENg,bamboo basket,Smoke-cured bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
710,0,0,FtrBambooChairL_Remake_0_0,2tCFN227dJ3Hg3WMj,bamboo bench,Green bamboo,Bamboo,1.0.0,1,1,0,1,0,bamboo,,4
710,1,0,FtrBambooChairL_Remake_1_0,zZwxBNb8kENP7Bbun,bamboo bench,Dried bamboo,Bamboo,1.0.0,1,1,0,1,0,bamboo,,4
710,2,0,FtrBambooChairL_Remake_2_0,HrbrLwoxhytQxAtgy,bamboo bench,Smoke-cured bamboo,Bamboo,1.0.0,1,1,0,1,0,bamboo,,4
3555,0,0,FtrBambooSurprisedbox,bGoF3W3Hv9bpFCb3N,bamboo doll,,,1.0.0,1,0,0,0,0,bamboo,,4
3557,0,0,FtrBambooLamp_Remake_0_0,oKBfrdHdJHZohuzKS,bamboo floor lamp,Green bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
3557,1,0,FtrBambooLamp_Remake_1_0,SfkBnfaHi6NWkaAW5,bamboo floor lamp,Dried bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
3557,2,0,FtrBambooLamp_Remake_2_0,ydijPPy8uTsqMp5Xr,bamboo floor lamp,Smoke-cured bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
5979,0,0,FtrBambooSomen,NG3b8xMm5pXGMmHMq,bamboo noodle slide,,,1.0.0,1,0,0,1,0,bamboo,,4
3553,0,0,FtrBambooScreen_Remake_0_0,y8EchKnaboQBTeo3f,bamboo partition,Green bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
3553,1,0,FtrBambooScreen_Remake_1_0,o455mYY5evSrec8gu,bamboo partition,Dried bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
3553,2,0,FtrBambooScreen_Remake_2_0,tML8Tmvmyh7Y2d3vK,bamboo partition,Smoke-cured bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
3551,0,0,FtrBambooShelf_Remake_0_0,uucJrLxCbCQgn76vt,bamboo shelf,Green bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
3551,1,0,FtrBambooShelf_Remake_1_0,6k44YK9g9LPcD6eNy,bamboo shelf,Dried bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
3551,2,0,FtrBambooShelf_Remake_2_0,k2NAwacr6p5HwRfYP,bamboo shelf,Smoke-cured bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
10743,0,0,FtrBambooMusic_Remake_0_0,WJ7AWij94wCSryAjs,bamboo speaker,Green bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
10743,1,0,FtrBambooMusic_Remake_1_0,TbCtKQ3pESjZA2fdi,bamboo speaker,Dried bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
10743,2,0,FtrBambooMusic_Remake_2_0,94FEDXAad9ELWiCTL,bamboo speaker,Smoke-cured bamboo,Bamboo,1.0.0,1,1,0,0,0,bamboo,,4
10742,0,0,FtrBambooStool_Remake_0_0,Sum7NqgKH9mzAx9W2,bamboo stool,Green bamboo,Bamboo,1.0.0,1,1,0,1,0,bamboo,,4
10742,1,0,FtrBambooStool_Remake_1_0,NSwAuK4PkDRcyE59N,bamboo stool,Dried bamboo,Bamboo,1.0.0,1,1,0,1,0,bamboo,,4
10742,2,0,FtrBambooStool_Remake_2_0,x2amvL7SFyHW664my,bamboo stool,Smoke-cured bamboo,Bamboo,1.0.0,1,1,0,1,0,bamboo,,4
3556,0,0,FtrBambooCarstop_Remake_0_0,evenswKam93cbDeao,bamboo stopblock,Green bamboo,Bamboo,1.0.0,1,1,0,1,0,bamboo,,4
3556,1,0,FtrBambooCarstop_Remake_1_0,Nx7t9hM7jhfCu5pKW,bamboo stopblock,Dried bamboo,Bamboo,1.0.0,1,1,0,1,0,bamboo,,4
3556,2,0,FtrBambooCarstop_Remake_2_0,rcGeNM8ZcnF3y3FHX,bamboo stopblock,Smoke-cured bamboo,Bamboo,1.0.0,1,1,0,1,0,bamboo,,4
330,0,0,FtrBarbecuegrill_Remake_0_0,4iaPhJhwanmxMDFs5,barbecue,Red,,1.0.0,0,0,1,1,0,,,10
330,1,0,FtrBarbecuegrill_Remake_1_0,XvEi9AfrWodjqcnnt,barbecue,Yellow,,1.0.0,0,0,1,1,0,,,10
330,2,0,FtrBarbecuegrill_Remake_2_0,WGgHy5RPhRkTdktww,barbecue,Green,,1.0.0,0,0,1,1,0,,,10
330,3,0,FtrBarbecuegrill_Remake_3_0,g9DxWX8qcrFpPjj2s,barbecue,White,,1.0.0,0,0,1,1,0,,,10
330,4,0,FtrBarbecuegrill_Remake_4_0,ArGHiDEjLyA7p8f66,barbecue,Black,,1.0.0,0,0,1,1,0,,,10
4078,0,0,FtrBarbell_Remake_0_0,LWrHznT5ZyCtF2vjQ,barbell,Black,Plate color,1.0.0,1,1,0,0,0,,,4
4078,1,0,FtrBarbell_Remake_1_0,huZozQf8hjT2ADKjS,barbell,White,Plate color,1.0.0,1,1,0,0,0,,,4
4078,2,0,FtrBarbell_Remake_2_0,x6rceFML9W22FHmbE,barbell,Red,Plate color,1.0.0,1,1,0,0,0,,,4
4078,3,0,FtrBarbell_Remake_3_0,dtmmNs3ZGLAjSK7zJ,barbell,Colorful,Plate color,1.0.0,1,1,0,0,0,,,4
1266,0,0,FtrPirateBarrel,5BwwE5cFSHegMB6iK,barrel,,,1.0.0,1,0,0,1,0,,,4
1330,0,0,FtrSchoolTeachertable_Remake_0_0,9N5CyjzJXCRqMBuS3,basic teacher's desk,Standard,,1.0.0,0,0,1,0,0,,,13
1330,1,0,FtrSchoolTeachertable_Remake_1_0,6Y6uYyKczyFayoPgQ,basic teacher's desk,Wooden,,1.0.0,0,0,1,0,0,,,13
1330,2,0,FtrSchoolTeachertable_Remake_2_0,FqtaHr9oGCmoNR7eX,basic teacher's desk,Monotone,,1.0.0,0,0,1,0,0,,,13
4226,0,0,FtrBasketgoal_Remake_0_0,Q3nShvpjMeN4k9x3E,basketball hoop,Blue,,1.0.0,0,0,1,1,0,,,12
4226,1,0,FtrBasketgoal_Remake_1_0,2s5mgpJK6H9B4Jc9v,basketball hoop,Green,,1.0.0,0,0,1,1,0,,,12
4226,2,0,FtrBasketgoal_Remake_2_0,9KMogwX2SoozrdjAk,basketball hoop,Black,,1.0.0,0,0,1,1,0,,,12
1229,0,0,FtrWashstand_Remake_0_0,XsomNbeiyXXsDYs9m,bathroom sink,White,,1.0.0,0,0,1,0,0,,,11
1229,1,0,FtrWashstand_Remake_1_0,ZfsXzfqM9aL7ekSkq,bathroom sink,Black,,1.0.0,0,0,1,0,0,,,11
1229,2,0,FtrWashstand_Remake_2_0,LhXarn989bqYjBHmi,bathroom sink,Beige,,1.0.0,0,0,1,0,0,,,11
664,0,0,FtrBeachbed_Remake_0_0,qSh6YjFqutJvzYsKi,beach chair,White,,1.0.0,0,0,1,1,0,,,11
664,1,0,FtrBeachbed_Remake_1_0,8RBCg487RN7ZshRww,beach chair,Black,,1.0.0,0,0,1,1,0,,,11
664,2,0,FtrBeachbed_Remake_2_0,FPtBiEinuz7h58TDJ,beach chair,Blue,,1.0.0,0,0,1,1,0,,,11
664,3,0,FtrBeachbed_Remake_3_0,HaJrTWRsfd9QYTA4K,beach chair,Orange,,1.0.0,0,0,1,1,0,,,11
664,4,0,FtrBeachbed_Remake_4_0,54w6Zog7Jq2mBydMr,beach chair,Yellow,,1.0.0,0,0,1,1,0,,,11
664,5,0,FtrBeachbed_Remake_5_0,u3JFdCmcCrMxKqGDx,beach chair,Pink,,1.0.0,0,0,1,1,0,,,11
3468,0,0,FtrBeachtowel_Remake_0_0,yHq5dgY54rweXvC5d,beach towel,,,1.0.0,0,0,1,1,1,,,10
3468,0,1,FtrBeachtowel_Remake_0_1,rQ9hWyQYQry3Lw4cT,beach towel,,,1.0.0,0,0,1,1,1,,,10
3468,0,2,FtrBeachtowel_Remake_0_2,8F7bAmSWJYxnTrDvv,beach towel,,,1.0.0,0,0,1,1,1,,,10
3468,0,3,FtrBeachtowel_Remake_0_3,ADaMwCytMMFHcyyuv,beach towel,,,1.0.0,0,0,1,1,1,,,10
3468,0,4,FtrBeachtowel_Remake_0_4,ngHcmoWhmnu5KYr9o,beach towel,,,1.0.0,0,0,1,1,1,,,10
3468,0,5,FtrBeachtowel_Remake_0_5,Wpu4ZevwHsFv6aiL4,beach towel,,,1.0.0,0,0,1,1,1,,,10
3468,0,6,FtrBeachtowel_Remake_0_6,YqiWaHbEj5T3an3c3,beach towel,,,1.0.0,0,0,1,1,1,,,10
3406,0,0,FtrBeekeepingbox_Remake_0_0,N73MBNL2auJpmv4qd,beekeeper's hive,Natural,Paint color,1.0.0,1,1,0,1,0,,,4
3406,1,0,FtrBeekeepingbox_Remake_1_0,WdhfmHNG3KCDQdrS4,beekeeper's hive,White,Paint color,1.0.0,1,1,0,1,0,,,4
3406,2,0,FtrBeekeepingbox_Remake_2_0,4zSjZY5RQo9GZpvyB,beekeeper's hive,Red,Paint color,1.0.0,1,1,0,1,0,,,4
3406,3,0,FtrBeekeepingbox_Remake_3_0,wyk7uKBtF3k4WAf9Y,beekeeper's hive,Blue,Paint color,1.0.0,1,1,0,1,0,,,4
3406,4,0,FtrBeekeepingbox_Remake_4_0,sy4T7wEaqeZH3i7WC,beekeeper's hive,Yellow,Paint color,1.0.0,1,1,0,1,0,,,4
4098,0,0,FtrWCBidet,284sKtiCqZbdDSs7G,bidet,,,1.0.0,0,0,1,0,0,,,13
3966,0,0,FtrTreeXmasL_Remake_0_0,Map2ykX5ezxwnyEDr,big festive tree,Colorful,Design,1.0.0,1,1,0,1,0,festive,,4
3966,1,0,FtrTreeXmasL_Remake_1_0,qW7mpc3PZ8K6NYyuJ,big festive tree,Blue,Design,1.0.0,1,1,0,1,0,festive,,4
3966,2,0,FtrTreeXmasL_Remake_2_0,rNhWyEbaBdWbhMdsF,big festive tree,Red,Design,1.0.0,1,1,0,1,0,festive,,4
3966,3,0,FtrTreeXmasL_Remake_3_0,kpjG8RDrzbxzRYzNH,big festive tree,Pink,Design,1.0.0,1,1,0,1,0,festive,,4
3966,4,0,FtrTreeXmasL_Remake_4_0,JhmgHWyoc78bjoLZ4,big festive tree,Gold,Design,1.0.0,1,1,0,1,0,festive,,4
3966,5,0,FtrTreeXmasL_Remake_5_0,KCXEibR7BQ2KCvKH9,big festive tree,White,Design,1.0.0,1,1,0,1,0,festive,,4
863,0,0,FtrBilliard_Remake_0_0,RkPFuXP68xp7rKQE2,billiard table,Green,,1.0.0,0,0,1,0,0,,,12
863,1,0,FtrBilliard_Remake_1_0,Zj2KBoNju4pkeg4Eh,billiard table,Red,,1.0.0,0,0,1,0,0,,,12
863,2,0,FtrBilliard_Remake_2_0,uqyZ3Fi9cceZc6B3M,billiard table,Blue,,1.0.0,0,0,1,0,0,,,12
331,0,0,FtrBirdbus_Remake_0_0,wyL9kF8kd7kXHMNE7,birdbath,Natural,Body color,1.0.0,1,1,0,1,0,,,4
331,1,0,FtrBirdbus_Remake_1_0,5swLkbk4TnQD6u4YT,birdbath,Red,Body color,1.0.0,1,1,0,1,0,,,4
